ticker,leg,side,option_type,expiry,strike,entry_date,weekly_expiry,monthly_expiry,scheduled_entry_date,spot,pe_atm,ce_atm,leg4_itm_strikes,spot_timestamp,entry_timestamp,entry_close,exit_timestamp,exit_close,entry_available,exit_available
NIFTY,L2,SELL,PE,2026-01-20,25900.0,2026-01-14,2026-01-20,2026-01-27,2026-01-14,25744.95,25700.0,25750.0,1,2026-01-14 09:30:00+05:30,2026-01-14 09:30:00+05:30,211.5,2026-01-20 15:15:00+05:30,655.65,True,True
NIFTY,L3,BUY,CE,2026-01-20,25750.0,2026-01-14,2026-01-20,2026-01-27,2026-01-14,25744.95,25700.0,25750.0,1,2026-01-14 09:30:00+05:30,2026-01-14 09:30:00+05:30,139.85,2026-01-20 15:15:00+05:30,0.15,True,True
NIFTY,L4,SELL,CE,2026-01-27,25700.0,2026-01-14,2026-01-20,2026-01-27,2026-01-14,25744.95,25700.0,25750.0,1,2026-01-14 09:30:00+05:30,2026-01-14 09:30:00+05:30,248.0,2026-01-20 15:15:00+05:30,30.75,True,True
NIFTY,L1,BUY,PE,2026-01-27,25200.0,2026-01-21,2026-01-27,2026-01-27,2026-01-21,25231.8,25200.0,25250.0,1,2026-01-21 09:30:00+05:30,2026-01-21 09:30:00+05:30,113.5,2026-01-27 15:15:00+05:30,30.35,True,True
NIFTY,L2,SELL,PE,2026-01-27,25400.0,2026-01-21,2026-01-27,2026-01-27,2026-01-21,25231.8,25200.0,25250.0,1,2026-01-21 09:30:00+05:30,2026-01-21 09:30:00+05:30,206.8,2026-01-27 15:15:00+05:30,230.1,True,True
NIFTY,L3,BUY,CE,2026-01-27,25250.0,2026-01-21,2026-01-27,2026-01-27,2026-01-21,25231.8,25200.0,25250.0,1,2026-01-21 09:30:00+05:30,2026-01-21 09:30:00+05:30,177.2,2026-01-27 15:15:00+05:30,0.3,True,True
NIFTY,L4,SELL,CE,2026-01-27,25200.0,2026-01-21,2026-01-27,2026-01-27,2026-01-21,25231.8,25200.0,25250.0,1,2026-01-21 09:30:00+05:30,2026-01-21 09:30:00+05:30,208.25,2026-01-27 15:15:00+05:30,0.7,True,True
NIFTY,L1,BUY,PE,2026-02-24,25300.0,2026-01-28,2026-02-03,2026-02-24,2026-01-28,25348.75,25300.0,25350.0,1,2026-01-28 09:30:00+05:30,2026-01-28 09:30:00+05:30,303.0,2026-02-03 15:15:00+05:30,108.25,True,True
NIFTY,L2,SELL,PE,2026-02-03,25500.0,2026-01-28,2026-02-03,2026-02-24,2026-01-28,25348.75,25300.0,25350.0,1,2026-01-28 09:30:00+05:30,2026-01-28 09:30:00+05:30,296.0,2026-02-03 15:15:00+05:30,0.15,True,True
NIFTY,L3,BUY,CE,2026-02-03,25350.0,2026-01-28,2026-02-03,2026-02-24,2026-01-28,25348.75,25300.0,25350.0,1,2026-01-28 09:30:00+05:30,2026-01-28 09:30:00+05:30,257.65,2026-02-03 15:15:00+05:30,381.65,True,True
NIFTY,L4,SELL,CE,2026-02-24,25300.0,2026-01-28,2026-02-03,2026-02-24,2026-01-28,25348.75,25300.0,25350.0,1,2026-01-28 09:30:00+05:30,2026-01-28 09:30:00+05:30,483.05,2026-02-03 15:15:00+05:30,628.0,True,True
NIFTY,L1,BUY,PE,2026-02-24,25750.0,2026-02-04,2026-02-10,2026-02-24,2026-02-04,25764.7,25750.0,25800.0,1,2026-02-04 09:30:00+05:30,2026-02-04 09:30:00+05:30,246.1,2026-02-10 15:15:00+05:30,108.0,True,True
NIFTY,L2,SELL,PE,2026-02-10,25950.0,2026-02-04,2026-02-10,2026-02-24,2026-02-04,25764.7,25750.0,25800.0,1,2026-02-04 09:30:00+05:30,2026-02-04 09:30:00+05:30,280.8,2026-02-10 15:15:00+05:30,12.55,True,True
NIFTY,L3,BUY,CE,2026-02-10,25800.0,2026-02-04,2026-02-10,2026-02-24,2026-02-04,25764.7,25750.0,25800.0,1,2026-02-04 09:30:00+05:30,2026-02-04 09:30:00+05:30,164.75,2026-02-10 15:15:00+05:30,137.5,True,True
NIFTY,L4,SELL,CE,2026-02-24,25750.0,2026-02-04,2026-02-10,2026-02-24,2026-02-04,25764.7,25750.0,25800.0,1,2026-02-04 09:30:00+05:30,2026-02-04 09:30:00+05:30,325.9,2026-02-10 15:15:00+05:30,344.7,True,True
NIFTY,L1,BUY,PE,2026-02-24,25950.0,2026-02-11,2026-02-17,2026-02-24,2026-02-11,25977.2,25950.0,26000.0,1,2026-02-11 09:30:00+05:30,2026-02-11 09:30:00+05:30,144.25,2026-02-17 15:15:00+05:30,274.35,True,True
NIFTY,L2,SELL,PE,2026-02-17,26150.0,2026-02-11,2026-02-17,2026-02-24,2026-02-11,25977.2,25950.0,26000.0,1,2026-02-11 09:30:00+05:30,2026-02-11 09:30:00+05:30,200.0,2026-02-17 15:15:00+05:30,421.25,True,True
NIFTY,L3,BUY,CE,2026-02-17,26000.0,2026-02-11,2026-02-17,2026-02-24,2026-02-11,25977.2,25950.0,26000.0,1,2026-02-11 09:30:00+05:30,2026-02-11 09:30:00+05:30,130.0,2026-02-17 15:15:00+05:30,0.1,True,True
NIFTY,L4,SELL,CE,2026-02-24,25950.0,2026-02-11,2026-02-17,2026-02-24,2026-02-11,25977.2,25950.0,26000.0,1,2026-02-11 09:30:00+05:30,2026-02-11 09:30:00+05:30,240.0,2026-02-17 15:15:00+05:30,68.5,True,True
NIFTY,L1,BUY,PE,2026-02-24,25700.0,2026-02-18,2026-02-24,2026-02-24,2026-02-18,25723.65,25700.0,25750.0,1,2026-02-18 09:30:00+05:30,2026-02-18 09:30:00+05:30,117.45,2026-02-24 15:15:00+05:30,281.15,True,True
NIFTY,L2,SELL,PE,2026-02-24,25900.0,2026-02-18,2026-02-24,2026-02-24,2026-02-18,25723.65,25700.0,25750.0,1,2026-02-18 09:30:00+05:30,2026-02-18 09:30:00+05:30,230.05,2026-02-24 15:15:00+05:30,480.7,True,True
NIFTY,L3,BUY,CE,2026-02-24,25750.0,2026-02-18,2026-02-24,2026-02-24,2026-02-18,25723.65,25700.0,25750.0,1,2026-02-18 09:30:00+05:30,2026-02-18 09:30:00+05:30,127.9,2026-02-24 15:15:00+05:30,0.1,True,True
NIFTY,L4,SELL,CE,2026-02-24,25700.0,2026-02-18,2026-02-24,2026-02-24,2026-02-18,25723.65,25700.0,25750.0,1,2026-02-18 09:30:00+05:30,2026-02-18 09:30:00+05:30,154.95,2026-02-24 15:15:00+05:30,0.1,True,True
NIFTY,L1,BUY,PE,2026-03-30,25550.0,2026-02-25,2026-03-02,2026-03-30,2026-02-25,25578.3,25550.0,25600.0,1,2026-02-25 09:30:00+05:30,2026-02-25 09:30:00+05:30,263.55,2026-03-02 15:15:00+05:30,708.7,True,True
NIFTY,L2,SELL,PE,2026-03-02,25750.0,2026-02-25,2026-03-02,2026-03-30,2026-02-25,25578.3,25550.0,25600.0,1,2026-02-25 09:30:00+05:30,2026-02-25 09:30:00+05:30,208.0,2026-03-02 15:15:00+05:30,878.5,True,True
NIFTY,L3,BUY,CE,2026-03-02,25600.0,2026-02-25,2026-03-02,2026-03-30,2026-02-25,25578.3,25550.0,25600.0,1,2026-02-25 09:30:00+05:30,2026-02-25 09:30:00+05:30,157.8,2026-03-02 15:15:00+05:30,0.1,True,True
NIFTY,L4,SELL,CE,2026-03-30,25550.0,2026-02-25,2026-03-02,2026-03-30,2026-02-25,25578.3,25550.0,25600.0,1,2026-02-25 09:30:00+05:30,2026-02-25 09:30:00+05:30,466.65,2026-03-02 15:15:00+05:30,170.1,True,True
NIFTY,L1,BUY,PE,2026-03-30,24350.0,2026-03-04,2026-03-10,2026-03-30,2026-03-04,24353.55,24350.0,24400.0,1,2026-03-04 09:30:00+05:30,2026-03-04 09:30:00+05:30,437.75,2026-03-10 15:15:00+05:30,395.55,True,True
NIFTY,L2,SELL,PE,2026-03-10,24550.0,2026-03-04,2026-03-10,2026-03-30,2026-03-04,24353.55,24350.0,24400.0,1,2026-03-04 09:30:00+05:30,2026-03-04 09:30:00+05:30,394.75,2026-03-10 15:15:00+05:30,285.4,True,True
NIFTY,L3,BUY,CE,2026-03-10,24400.0,2026-03-04,2026-03-10,2026-03-30,2026-03-04,24353.55,24350.0,24400.0,1,2026-03-04 09:30:00+05:30,2026-03-04 09:30:00+05:30,301.75,2026-03-10 15:15:00+05:30,0.1,True,True
NIFTY,L4,SELL,CE,2026-03-30,24350.0,2026-03-04,2026-03-10,2026-03-30,2026-03-04,24353.55,24350.0,24400.0,1,2026-03-04 09:30:00+05:30,2026-03-04 09:30:00+05:30,570.75,2026-03-10 15:15:00+05:30,445.3,True,True
NIFTY,L1,BUY,PE,2026-03-30,24200.0,2026-03-11,2026-03-17,2026-03-30,2026-03-11,24227.25,24200.0,24250.0,1,2026-03-11 09:30:00+05:30,2026-03-11 09:30:00+05:30,368.75,2026-03-17 15:15:00+05:30,677.8,True,True
NIFTY,L2,SELL,PE,2026-03-17,24400.0,2026-03-11,2026-03-17,2026-03-30,2026-03-11,24227.25,24200.0,24250.0,1,2026-03-11 09:30:00+05:30,2026-03-11 09:30:00+05:30,325.3,2026-03-17 15:15:00+05:30,814.7,True,True
NIFTY,L3,BUY,CE,2026-03-17,24250.0,2026-03-11,2026-03-17,2026-03-30,2026-03-11,24227.25,24200.0,24250.0,1,2026-03-11 09:30:00+05:30,2026-03-11 09:30:00+05:30,248.2,2026-03-17 15:15:00+05:30,0.05,True,True
NIFTY,L4,SELL,CE,2026-03-30,24200.0,2026-03-11,2026-03-17,2026-03-30,2026-03-11,24227.25,24200.0,24250.0,1,2026-03-11 09:30:00+05:30,2026-03-11 09:30:00+05:30,479.55,2026-03-17 15:15:00+05:30,105.65,True,True
NIFTY,L1,BUY,PE,2026-03-30,23700.0,2026-03-18,2026-03-24,2026-03-30,2026-03-18,23732.2,23700.0,23750.0,1,2026-03-18 09:30:00+05:30,2026-03-18 09:30:00+05:30,290.7,2026-03-24 15:15:00+05:30,850.0,True,True
NIFTY,L2,SELL,PE,2026-03-24,23900.0,2026-03-18,2026-03-24,2026-03-30,2026-03-18,23732.2,23700.0,23750.0,1,2026-03-18 09:30:00+05:30,2026-03-18 09:30:00+05:30,310.15,2026-03-24 15:15:00+05:30,998.3,True,True
NIFTY,L3,BUY,CE,2026-03-24,23750.0,2026-03-18,2026-03-24,2026-03-30,2026-03-18,23732.2,23700.0,23750.0,1,2026-03-18 09:30:00+05:30,2026-03-18 09:30:00+05:30,206.0,2026-03-24 15:15:00+05:30,0.1,True,True
NIFTY,L4,SELL,CE,2026-03-30,23700.0,2026-03-18,2026-03-24,2026-03-30,2026-03-18,23732.2,23700.0,23750.0,1,2026-03-18 09:30:00+05:30,2026-03-18 09:30:00+05:30,341.6,2026-03-24 15:15:00+05:30,55.2,True,True
NIFTY,L1,BUY,PE,2026-03-30,23200.0,2026-03-25,2026-03-30,2026-03-30,2026-03-25,23219.5,23200.0,23250.0,1,2026-03-25 09:30:00+05:30,2026-03-25 09:30:00+05:30,287.4,2026-03-30 15:15:00+05:30,874.75,True,True
